Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NCarsGroup,NChildrenAtHomeGroup,TotalChildrenGroup,YearlyIncome,Age,AveMonthSpend,log_AveMonthSpend,BikeBuyer
Partial High School,Clerical,M,S,1,1-2,>=1,2,20887,40.0,65,4.174387269895637,1
Partial High School,Clerical,M,M,1,1-2,>=1,2,13390,40.0,77,4.343805421853684,0
High School,Skilled Manual,F,S,1,1-2,No,2,37749,40.0,42,3.7376696182833684,1
High School,Skilled Manual,M,S,0,1-2,No,2,67447,40.0,68,4.219507705176107,0
High School,Skilled Manual,F,M,1,1-2,No,2,39519,39.0,43,3.7612001156935624,0
High School,Skilled Manual,F,M,1,1-2,No,2,49006,39.0,48,3.871201010907891,0
High School,Skilled Manual,M,M,1,1-2,No,2,43419,39.0,72,4.276666119016055,0
Partial College,Clerical,F,M,1,1-2,No,1,39984,39.0,48,3.871201010907891,0
Partial College,Clerical,F,M,1,1-2,No,1,38574,39.0,45,3.8066624897703196,0
Partial College,Clerical,M,M,0,1-2,No,1,54508,39.0,71,4.2626798770413155,0
Partial College,Clerical,M,S,1,1-2,No,2,48943,39.0,64,4.1588830833596715,0
Partial College,Clerical,M,S,0,1-2,No,2,58980,38.0,66,4.189654742026425,1
Partial College,Clerical,F,S,0,1-2,No,2,46697,38.0,45,3.8066624897703196,0
Partial College,Clerical,M,S,0,1-2,No,2,48206,38.0,68,4.219507705176107,0
Partial College,Clerical,F,S,0,1-2,No,2,34346,38.0,41,3.713572066704308,1
Partial College,Clerical,M,S,1,1-2,No,2,28711,38.0,64,4.1588830833596715,1
Graduate Degree,Skilled Manual,F,M,1,No,No,No,69605,24.0,48,3.871201010907891,0
Graduate Degree,Skilled Manual,F,S,1,No,No,1,52758,24.0,47,3.8501476017100584,0
Graduate Degree,Skilled Manual,M,S,1,No,No,1,68408,24.0,66,4.189654742026425,0
Graduate Degree,Skilled Manual,M,M,1,No,No,1,75327,24.0,80,4.382026634673881,0
Graduate Degree,Skilled Manual,F,M,1,No,No,1,63401,24.0,55,4.007333185232471,0
Graduate Degree,Skilled Manual,M,M,0,No,No,1,75117,24.0,76,4.330733340286331,0
Graduate Degree,Skilled Manual,F,S,1,No,No,1,71053,24.0,48,3.871201010907891,0
Graduate Degree,Skilled Manual,F,M,1,No,No,1,51620,24.0,49,3.8918202981106265,0
Graduate Degree,Skilled Manual,M,S,1,No,No,1,82143,25.0,68,4.219507705176107,0
Graduate Degree,Skilled Manual,F,M,1,No,No,1,57315,26.0,45,3.8066624897703196,0
Graduate Degree,Skilled Manual,M,M,1,No,>=1,1,72965,26.0,92,4.5217885770490405,0
Graduate Degree,Skilled Manual,F,M,1,No,>=1,1,55993,26.0,53,3.970291913552122,0
Graduate Degree,Skilled Manual,M,M,1,No,>=1,1,77913,26.0,87,4.465908118654584,0
Graduate Degree,Skilled Manual,F,M,1,No,>=1,1,74158,25.0,65,4.174387269895637,0
Graduate Degree,Skilled Manual,F,M,1,No,>=1,1,64950,25.0,57,4.04305126783455,0
Graduate Degree,Skilled Manual,M,M,1,No,>=1,1,85055,25.0,97,4.574710978503383,0
Graduate Degree,Skilled Manual,M,S,1,No,No,1,107742,25.0,71,4.2626798770413155,0
Bachelors ,Skilled Manual,F,M,1,No,>=1,1,65984,27.0,55,4.007333185232471,0
Bachelors ,Skilled Manual,F,M,1,1-2,>=1,1,60916,27.0,57,4.04305126783455,0
Bachelors ,Skilled Manual,F,M,1,1-2,>=1,1,45861,27.0,58,4.060443010546419,1
Bachelors ,Skilled Manual,F,M,1,1-2,>=1,1,54472,27.0,57,4.04305126783455,0
Graduate Degree,Professional,M,M,1,No,No,1,123105,27.0,83,4.418840607796598,1
Bachelors ,Skilled Manual,M,M,1,1-2,>=1,1,84726,28.0,93,4.532599493153256,0
Bachelors ,Skilled Manual,M,M,0,No,>=1,2,96082,28.0,109,4.6913478822291435,1
Bachelors ,Skilled Manual,M,S,1,No,>=1,2,96453,28.0,99,4.59511985013459,1
Bachelors ,Skilled Manual,F,S,0,No,>=1,2,73420,28.0,62,4.127134385045092,1
Graduate Degree,Professional,F,S,1,No,No,1,105927,28.0,56,4.02535169073515,1
Graduate Degree,Professional,M,S,1,No,No,1,126381,26.0,79,4.3694478524670215,0
Graduate Degree,Professional,M,S,0,No,No,1,101059,26.0,74,4.30406509320417,0
Bachelors ,Skilled Manual,F,M,1,1-2,>=1,2,82008,29.0,68,4.219507705176107,1
Bachelors ,Skilled Manual,M,M,1,1-2,>=1,2,105289,29.0,115,4.74493212836325,1
Bachelors ,Skilled Manual,M,S,0,1-2,>=1,2,101874,29.0,101,4.61512051684126,1
Bachelors ,Professional,M,S,0,1-2,No,No,75410,30.0,69,4.23410650459726,0
Graduate Degree,Professional,M,S,0,No,No,1,114179,27.0,80,4.382026634673881,0
Graduate Degree,Professional,F,M,1,No,No,2,105041,27.0,56,4.02535169073515,1
Graduate Degree,Professional,F,M,0,No,No,3,85457,27.0,52,3.9512437185814275,1
Graduate Degree,Professional,M,S,1,No,No,4,128577,27.0,74,4.30406509320417,1
Graduate Degree,Professional,F,M,0,No,No,4,102264,27.0,56,4.02535169073515,0
Bachelors ,Skilled Manual,M,S,1,1-2,>=1,2,88438,30.0,98,4.584967478670572,1
Bachelors ,Skilled Manual,M,S,0,1-2,>=1,2,74150,30.0,98,4.584967478670572,1
Bachelors ,Skilled Manual,M,S,1,No,>=1,3,120194,31.0,118,4.770684624465665,1
Bachelors ,Skilled Manual,M,S,0,1-2,>=1,3,139142,31.0,124,4.820281565605037,1
Graduate Degree,Professional,M,S,0,No,No,No,118826,31.0,81,4.394449154672439,1
Graduate Degree,Professional,F,S,0,No,No,No,80260,31.0,43,3.7612001156935624,0
Graduate Degree,Professional,F,M,1,No,No,No,89702,31.0,50,3.912023005428146,0
Graduate Degree,Professional,F,M,1,No,No,No,97989,31.0,58,4.060443010546419,1
High School,Manual,F,S,0,1-2,>=1,1,15147,27.0,48,3.871201010907891,0
High School,Manual,F,M,1,No,>=1,2,14015,27.0,55,4.007333185232471,0
High School,Manual,M,M,1,No,>=1,2,21427,27.0,86,4.454347296253507,0
High School,Manual,F,S,1,No,>=1,2,14214,27.0,52,3.9512437185814275,0
High School,Manual,M,S,0,No,>=1,2,33600,27.0,89,4.48863636973214,1
Bachelors ,Clerical,F,S,0,No,No,No,45116,27.0,43,3.7612001156935624,0
High School,Manual,M,S,1,No,>=1,2,22919,28.0,73,4.290459441148391,1
Bachelors ,Clerical,M,S,1,No,No,No,62351,27.0,65,4.174387269895637,1
Bachelors ,Clerical,M,S,0,No,No,No,69705,27.0,68,4.219507705176107,0
Bachelors ,Clerical,F,S,0,No,No,No,45364,27.0,44,3.784189633918261,0
Bachelors ,Clerical,F,S,0,No,No,No,23696,27.0,42,3.7376696182833684,0
Bachelors ,Clerical,M,M,1,No,No,No,65586,27.0,72,4.276666119016055,0
Graduate Degree,Clerical,M,M,1,No,No,No,71279,27.0,79,4.3694478524670215,1
Graduate Degree,Clerical,F,S,1,No,No,No,58995,27.0,48,3.871201010907891,1
Graduate Degree,Clerical,F,M,0,No,No,No,57803,27.0,54,3.9889840465642745,0
Partial College,Manual,F,S,1,1-2,No,No,23255,28.0,43,3.7612001156935624,0
Bachelors ,Clerical,F,S,1,No,No,1,54039,28.0,44,3.784189633918261,0
Graduate Degree,Clerical,F,S,0,No,No,No,51745,28.0,48,3.871201010907891,0
Graduate Degree,Clerical,F,S,0,No,No,No,49640,28.0,43,3.7612001156935624,0
Graduate Degree,Skilled Manual,M,S,0,No,No,No,100635,28.0,71,4.2626798770413155,0
Graduate Degree,Skilled Manual,F,M,1,No,No,No,95869,28.0,52,3.9512437185814275,0
Graduate Degree,Skilled Manual,M,M,1,No,No,No,112212,28.0,88,4.477336814478207,0
Partial College,Manual,F,S,0,1-2,No,3,16210,45.0,40,3.6888794541139363,0
Partial College,Manual,M,S,1,1-2,No,3,25822,45.0,57,4.04305126783455,0
Partial College,Manual,F,S,0,1-2,No,3,20887,46.0,36,3.58351893845611,0
Partial College,Manual,M,S,0,1-2,No,2,18574,46.0,53,3.970291913552122,0
Partial College,Manual,F,S,0,1-2,No,2,25165,46.0,41,3.713572066704308,0
High School,Manual,M,M,1,1-2,>=1,2,25697,44.0,79,4.3694478524670215,0
Bachelors ,Clerical,F,M,1,No,No,1,53226,29.0,45,3.8066624897703196,0
Graduate Degree,Clerical,M,M,1,No,No,No,73693,29.0,75,4.31748811353631,0
Bachelors ,Professional,M,S,1,No,No,2,130648,31.0,81,4.394449154672439,0
Bachelors ,Professional,M,M,1,1-2,>=1,3,90175,32.0,125,4.8283137373023015,1
Bachelors ,Professional,F,M,0,1-2,>=1,3,76033,32.0,83,4.418840607796598,1
Bachelors ,Professional,M,S,0,1-2,No,No,99023,29.0,74,4.30406509320417,0
Bachelors ,Professional,F,S,1,1-2,No,No,90516,32.0,54,3.9889840465642745,0
Bachelors ,Professional,F,M,0,1-2,>=1,3,78835,33.0,76,4.330733340286331,0
Partial High School,Manual,F,S,0,1-2,No,No,19146,24.0,42,3.7376696182833684,0
Partial College,Clerical,M,S,0,1-2,No,No,55954,24.0,63,4.143134726391533,1
Partial College,Clerical,M,S,0,1-2,No,No,53526,23.0,69,4.23410650459726,0
Partial College,Clerical,M,S,1,1-2,No,No,65765,23.0,68,4.219507705176107,1
Partial High School,Manual,F,S,0,1-2,No,No,17369,17.0,41,3.713572066704308,0
Partial High School,Manual,M,S,0,1-2,No,No,24069,17.0,56,4.02535169073515,0
Partial High School,Manual,M,S,0,1-2,No,No,20949,17.0,56,4.02535169073515,0
Partial High School,Manual,F,S,1,1-2,No,No,16113,17.0,37,3.6109179126442243,0
Partial College,Clerical,F,S,0,1-2,No,No,41117,18.0,46,3.828641396489095,0
High School,Manual,M,S,0,1-2,No,No,51910,23.0,74,4.30406509320417,0
Bachelors ,Skilled Manual,F,M,1,No,>=1,1,39288,23.0,56,4.02535169073515,0
Bachelors ,Skilled Manual,F,M,1,No,>=1,1,43548,23.0,53,3.970291913552122,0
Bachelors ,Skilled Manual,F,M,1,No,>=1,1,56106,23.0,52,3.9512437185814275,1
High School,Manual,F,S,0,1-2,No,No,52891,24.0,45,3.8066624897703196,0
Partial High School,Manual,M,S,0,1-2,No,No,17030,25.0,58,4.060443010546419,0
Partial High School,Manual,F,M,1,1-2,No,No,28640,25.0,47,3.8501476017100584,0
High School,Manual,F,S,0,1-2,No,No,43034,24.0,39,3.6635616461296463,0
Bachelors ,Skilled Manual,F,M,1,No,>=1,1,52621,24.0,58,4.060443010546419,0
Bachelors ,Skilled Manual,M,M,1,1-2,>=1,1,51860,24.0,84,4.430816798843313,0
Partial High School,Manual,F,S,0,1-2,No,2,21924,82.0,32,3.4657359027997265,0
High School,Manual,F,S,0,1-2,No,No,43452,25.0,43,3.7612001156935624,0
Partial High School,Manual,M,S,0,1-2,No,No,18563,26.0,59,4.07753744390572,0
Partial High School,Manual,M,M,0,1-2,No,No,11535,26.0,68,4.219507705176107,0
Partial High School,Manual,F,S,0,1-2,No,No,20982,26.0,35,3.5553480614894135,0
High School,Manual,M,S,0,1-2,No,No,57046,25.0,62,4.127134385045092,0
Bachelors ,Skilled Manual,M,M,1,1-2,>=1,1,59449,25.0,88,4.477336814478207,0
Bachelors ,Skilled Manual,M,M,1,1-2,>=1,1,60700,25.0,86,4.454347296253507,1
Partial College,Clerical,M,S,0,1-2,>=1,1,53534,25.0,80,4.382026634673881,0
Partial High School,Manual,F,S,0,1-2,No,No,15223,26.0,43,3.7612001156935624,0
Partial High School,Manual,M,S,1,1-2,No,No,13495,26.0,55,4.007333185232471,0
Partial College,Clerical,F,S,1,No,>=1,2,54537,27.0,62,4.127134385045092,1
Partial College,Clerical,M,M,1,1-2,>=1,2,57174,26.0,99,4.59511985013459,1
Partial College,Clerical,M,M,1,1-2,>=1,2,54910,26.0,104,4.6443908991413725,0
Partial College,Clerical,F,S,1,1-2,>=1,2,50783,26.0,55,4.007333185232471,0
Partial College,Clerical,M,M,1,No,>=1,3,43008,22.0,99,4.59511985013459,0
Partial College,Clerical,M,S,0,No,>=1,3,65395,22.0,104,4.6443908991413725,1
Partial College,Clerical,M,M,1,1-2,>=1,3,47375,23.0,108,4.68213122712422,1
Partial College,Clerical,F,S,1,1-2,>=1,3,47572,23.0,64,4.1588830833596715,1
Partial College,Clerical,M,S,0,1-2,>=1,3,46291,23.0,95,4.553876891600541,1
Graduate Degree,Skilled Manual,F,M,1,No,No,No,61428,23.0,49,3.8918202981106265,0
Partial College,Clerical,M,S,1,1-2,>=1,3,38818,22.0,91,4.51085950651685,1
Partial College,Clerical,M,M,1,1-2,>=1,3,50589,22.0,107,4.672828834461906,1
Graduate Degree,Skilled Manual,M,S,0,No,No,No,127452,31.0,81,4.394449154672439,1
Graduate Degree,Skilled Manual,F,S,1,No,No,No,120541,31.0,54,3.9889840465642745,0
Graduate Degree,Skilled Manual,M,M,1,No,No,No,125533,31.0,89,4.48863636973214,1
Partial High School,Manual,F,S,0,1-2,No,3,13502,43.0,41,3.713572066704308,0
High School,Clerical,M,M,1,1-2,No,1,54889,43.0,74,4.30406509320417,0
High School,Clerical,F,M,1,1-2,No,1,43755,43.0,44,3.784189633918261,0
Partial College,Clerical,F,M,1,1-2,No,1,33580,43.0,47,3.8501476017100584,0
Partial High School,Clerical,F,S,1,1-2,No,3,22248,42.0,39,3.6635616461296463,0
Partial High School,Clerical,F,S,1,1-2,No,3,23541,42.0,45,3.8066624897703196,0
High School,Clerical,M,M,1,1-2,No,1,54823,42.0,70,4.248495242049359,0
High School,Clerical,F,S,0,1-2,No,1,40632,42.0,43,3.7612001156935624,0
Partial High School,Clerical,F,M,0,1-2,No,3,16487,41.0,42,3.7376696182833684,0
Partial High School,Clerical,M,S,0,1-2,No,3,23731,41.0,63,4.143134726391533,0
High School,Skilled Manual,M,M,1,1-2,No,2,56252,41.0,74,4.30406509320417,0
Partial High School,Clerical,F,M,1,1-2,>=1,2,21739,40.0,50,3.912023005428146,0
Partial High School,Clerical,F,M,1,1-2,>=1,2,26130,40.0,49,3.8918202981106265,0
Partial High School,Clerical,M,S,1,1-2,>=1,2,31484,40.0,69,4.23410650459726,0
Partial High School,Clerical,M,M,0,1-2,>=1,2,15913,40.0,75,4.31748811353631,0
Partial High School,Clerical,F,M,0,1-2,>=1,2,30647,40.0,56,4.02535169073515,0
High School,Skilled Manual,F,M,1,1-2,No,2,51308,40.0,51,3.9318256327243257,0
High School,Skilled Manual,M,S,1,1-2,No,2,34832,40.0,59,4.07753744390572,0
High School,Skilled Manual,M,S,1,1-2,No,2,39254,39.0,63,4.143134726391533,0
Partial College,Clerical,M,M,1,1-2,No,1,47733,39.0,71,4.2626798770413155,1
Partial College,Clerical,M,S,1,1-2,No,2,75139,39.0,76,4.330733340286331,0
Partial College,Clerical,M,S,0,1-2,No,2,68674,38.0,64,4.1588830833596715,0
Partial College,Clerical,M,M,0,1-2,No,2,55680,38.0,77,4.343805421853684,0
Partial College,Clerical,F,S,0,1-2,No,2,31547,38.0,42,3.7376696182833684,0
Partial College,Clerical,F,S,0,1-2,No,2,51208,38.0,54,3.9889840465642745,1
Partial College,Clerical,M,S,0,1-2,No,2,50112,38.0,70,4.248495242049359,1
Graduate Degree,Skilled Manual,F,S,0,No,No,No,87143,25.0,49,3.8918202981106265,0
Graduate Degree,Skilled Manual,F,M,1,No,No,No,86433,25.0,56,4.02535169073515,0
Graduate Degree,Skilled Manual,F,S,0,No,No,No,87647,25.0,48,3.871201010907891,0
Graduate Degree,Skilled Manual,M,S,1,No,No,No,108450,25.0,75,4.31748811353631,0
Graduate Degree,Skilled Manual,F,M,1,No,No,No,87803,25.0,56,4.02535169073515,0
Graduate Degree,Skilled Manual,M,S,0,No,No,No,89187,24.0,73,4.290459441148391,0
Graduate Degree,Skilled Manual,F,M,1,No,No,No,65277,24.0,50,3.912023005428146,0
Graduate Degree,Skilled Manual,F,S,0,No,No,No,80863,24.0,49,3.8918202981106265,0
Graduate Degree,Skilled Manual,M,M,1,No,No,1,73612,24.0,72,4.276666119016055,0
Graduate Degree,Skilled Manual,F,M,1,No,No,1,58518,24.0,52,3.9512437185814275,0
Graduate Degree,Skilled Manual,M,M,0,No,No,1,71353,24.0,74,4.30406509320417,0
Graduate Degree,Skilled Manual,F,M,1,No,No,1,59434,24.0,48,3.871201010907891,0
High School,Skilled Manual,M,M,1,>=3,>=1,4,59734,26.0,128,4.852030263919617,0
Graduate Degree,Skilled Manual,F,M,1,No,No,1,64315,26.0,56,4.02535169073515,0
Graduate Degree,Skilled Manual,F,S,1,No,No,1,59137,26.0,46,3.828641396489095,1
Graduate Degree,Skilled Manual,M,M,1,No,No,1,79012,26.0,78,4.356708826689592,1
Graduate Degree,Skilled Manual,M,M,0,No,>=1,1,107759,25.0,100,4.605170185988092,0
Graduate Degree,Skilled Manual,F,M,1,No,>=1,1,91543,25.0,60,4.0943445622221,0
Bachelors ,Skilled Manual,F,M,1,No,>=1,1,69598,25.0,60,4.0943445622221,0
Graduate Degree,Skilled Manual,M,M,1,No,No,1,104209,25.0,82,4.406719247264253,0
Graduate Degree,Skilled Manual,M,S,1,No,No,1,102402,25.0,77,4.343805421853684,0
Graduate Degree,Skilled Manual,M,M,1,No,No,1,109473,25.0,83,4.418840607796598,0
Graduate Degree,Skilled Manual,M,M,1,No,No,1,97662,25.0,81,4.394449154672439,0
Graduate Degree,Professional,M,M,1,No,No,1,108121,25.0,89,4.48863636973214,0
Graduate Degree,Professional,F,S,1,No,No,2,98454,25.0,49,3.8918202981106265,1
Bachelors ,Skilled Manual,M,M,0,No,>=1,1,52855,27.0,85,4.442651256490317,0
Bachelors ,Skilled Manual,M,M,1,No,>=1,1,58440,27.0,90,4.499809670330265,0
Bachelors ,Skilled Manual,F,M,1,No,>=1,1,44753,27.0,52,3.9512437185814275,1
Bachelors ,Skilled Manual,F,M,1,No,>=1,2,81882,28.0,74,4.30406509320417,0
Bachelors ,Skilled Manual,M,S,0,No,>=1,2,86948,28.0,106,4.663439094112067,1
Graduate Degree,Professional,F,S,0,No,No,1,104130,26.0,57,4.04305126783455,0
Graduate Degree,Professional,F,M,0,No,No,1,112064,26.0,51,3.9318256327243257,0
Graduate Degree,Professional,F,S,0,No,No,1,79154,26.0,49,3.8918202981106265,0
Graduate Degree,Professional,M,M,1,No,No,1,118139,26.0,85,4.442651256490317,0
Graduate Degree,Professional,F,S,0,No,No,2,101297,26.0,53,3.970291913552122,1
Graduate Degree,Professional,M,M,1,No,No,2,112523,26.0,81,4.394449154672439,0
Graduate Degree,Professional,F,M,1,No,No,3,88029,26.0,55,4.007333185232471,0
Graduate Degree,Professional,F,M,1,No,No,1,107985,28.0,57,4.04305126783455,0
Bachelors ,Skilled Manual,F,S,1,No,>=1,2,73788,29.0,72,4.276666119016055,1
Bachelors ,Skilled Manual,F,S,1,No,>=1,2,87453,29.0,71,4.2626798770413155,1
Bachelors ,Skilled Manual,F,S,0,1-2,>=1,2,83634,29.0,64,4.1588830833596715,1
Bachelors ,Professional,M,S,0,1-2,No,No,71184,30.0,74,4.30406509320417,1
Bachelors ,Professional,M,S,0,1-2,No,No,59045,30.0,71,4.2626798770413155,1
Graduate Degree,Professional,M,S,0,No,No,1,103575,27.0,80,4.382026634673881,1
Graduate Degree,Professional,M,S,0,No,No,2,124420,27.0,76,4.330733340286331,0
Graduate Degree,Professional,F,M,1,No,No,2,93493,27.0,53,3.970291913552122,0
Graduate Degree,Professional,M,M,1,No,No,2,119762,27.0,85,4.442651256490317,0
Graduate Degree,Professional,F,S,0,No,No,3,110864,27.0,54,3.9889840465642745,0
Bachelors ,Professional,F,S,0,1-2,No,No,59947,30.0,51,3.9318256327243257,0
Bachelors ,Skilled Manual,M,S,1,1-2,>=1,2,105452,30.0,106,4.663439094112067,1
Bachelors ,Skilled Manual,M,S,1,No,>=1,3,134213,31.0,119,4.77912349311153,1
Bachelors ,Skilled Manual,M,S,1,1-2,>=1,3,113312,31.0,119,4.77912349311153,1
Graduate Degree,Professional,M,M,0,No,No,No,117899,31.0,92,4.5217885770490405,0
High School,Skilled Manual,F,M,1,1-2,No,No,33975,21.0,49,3.8918202981106265,0
High School,Skilled Manual,F,S,0,1-2,No,No,34997,21.0,36,3.58351893845611,0
Partial College,Skilled Manual,F,M,1,1-2,No,No,49770,21.0,49,3.8918202981106265,0
Partial College,Skilled Manual,F,S,0,1-2,No,No,44509,21.0,42,3.7376696182833684,0
Partial College,Skilled Manual,M,M,1,1-2,No,No,64246,23.0,70,4.248495242049359,0
Partial College,Skilled Manual,M,S,1,1-2,No,No,58772,23.0,65,4.174387269895637,0
Partial College,Skilled Manual,F,M,1,1-2,No,No,52815,23.0,54,3.9889840465642745,0
Partial College,Skilled Manual,M,M,1,1-2,No,No,60045,23.0,71,4.2626798770413155,0
Partial College,Skilled Manual,F,S,1,1-2,No,No,78067,25.0,48,3.871201010907891,0
Partial College,Skilled Manual,M,M,1,1-2,No,No,81502,25.0,80,4.382026634673881,0
Partial College,Skilled Manual,F,S,1,1-2,No,No,75074,25.0,48,3.871201010907891,0
Partial College,Professional,M,M,1,1-2,>=1,4,94055,44.0,122,4.804021044733257,0
Partial College,Professional,F,M,1,1-2,>=1,4,73764,44.0,75,4.31748811353631,0
Partial College,Professional,M,S,1,>=3,>=1,4,167249,40.0,142,4.955827057601261,1
Partial College,Professional,M,M,1,1-2,>=1,4,160201,40.0,151,5.017279836814924,0
High School,Professional,M,S,0,>=3,>=1,3,155711,40.0,122,4.804021044733257,1
High School,Professional,M,M,1,>=3,>=1,3,159720,40.0,139,4.9344739331306915,0
Bachelors ,Management,M,S,0,>=3,>=1,3,170778,40.0,123,4.812184355372417,1
Bachelors ,Management,F,S,0,>=3,>=1,4,140171,40.0,81,4.394449154672439,1
Partial College,Professional,M,M,1,>=3,>=1,4,162917,41.0,157,5.056245805348308,1
High School,Professional,M,M,1,>=3,>=1,4,152719,41.0,154,5.0369526024136295,1
High School,Professional,F,S,0,>=3,>=1,3,125648,41.0,73,4.290459441148391,1
High School,Professional,M,S,1,1-2,>=1,2,126165,42.0,88,4.477336814478207,1
High School,Professional,M,M,1,>=3,>=1,3,119227,42.0,131,4.875197323201151,1
Partial High School,Professional,M,S,0,>=3,>=1,4,149227,42.0,142,4.955827057601261,1
Bachelors ,Management,F,M,1,1-2,No,>=5,114697,53.0,57,4.04305126783455,0
Bachelors ,Management,F,M,0,1-2,No,>=5,123345,52.0,54,3.9889840465642745,0
Partial College,Professional,F,M,1,1-2,No,>=5,104843,52.0,50,3.912023005428146,0
Partial College,Professional,F,S,0,>=3,>=1,4,130831,52.0,85,4.442651256490317,1
Partial College,Professional,F,S,0,>=3,>=1,4,131523,52.0,84,4.430816798843313,1
Partial College,Professional,F,M,1,1-2,No,>=5,96272,51.0,49,3.8918202981106265,0
Bachelors ,Management,M,S,1,>=3,>=1,4,155153,51.0,135,4.90527477843843,0
Partial College,Professional,F,S,0,1-2,>=1,4,120519,44.0,70,4.248495242049359,0
Partial College,Professional,F,S,0,>=3,>=1,4,135668,43.0,87,4.465908118654584,1
High School,Professional,M,M,1,1-2,>=1,>=5,154267,43.0,164,5.099866427824199,1
Bachelors ,Management,F,S,0,1-2,>=1,>=5,142496,44.0,95,4.553876891600541,1
Bachelors ,Management,F,M,1,1-2,>=1,>=5,140983,44.0,106,4.663439094112067,0
Bachelors ,Management,F,S,0,1-2,>=1,>=5,137042,44.0,98,4.584967478670572,1
Partial College,Professional,F,M,1,1-2,>=1,>=5,119550,44.0,103,4.634728988229636,1
High School,Professional,F,M,1,>=3,>=1,4,94744,46.0,54,3.9889840465642745,0
High School,Professional,M,M,1,1-2,>=1,4,119371,46.0,111,4.709530201312334,0
Partial College,Professional,M,M,0,>=3,>=1,>=5,158686,46.0,167,5.117993812416755,1
Partial College,Management,F,S,0,>=3,>=1,>=5,128756,46.0,97,4.574710978503383,1
High School,Management,M,M,1,>=3,>=1,4,113646,47.0,91,4.51085950651685,1
High School,Management,F,S,1,>=3,>=1,4,97256,47.0,52,3.9512437185814275,1
High School,Management,M,M,1,>=3,>=1,4,122337,47.0,94,4.543294782270004,0
Partial College,Management,M,M,1,>=3,>=1,4,101874,47.0,137,4.919980925828125,1
Bachelors ,Management,F,S,0,>=3,>=1,>=5,150986,47.0,97,4.574710978503383,1
Partial College,Management,F,M,0,>=3,>=1,>=5,139173,47.0,103,4.634728988229636,1
Partial College,Management,F,M,1,>=3,>=1,>=5,136876,48.0,107,4.672828834461906,0
High School,Management,F,S,0,>=3,>=1,>=5,89800,49.0,54,3.9889840465642745,0
High School,Management,F,M,0,>=3,>=1,>=5,119019,49.0,98,4.584967478670572,1
Partial High School,Skilled Manual,F,M,1,1-2,No,>=5,91235,50.0,51,3.9318256327243257,0
High School,Management,F,S,0,>=3,>=1,>=5,142803,50.0,95,4.553876891600541,1
High School,Management,M,M,0,>=3,>=1,>=5,148099,50.0,158,5.062595033026967,1
Bachelors ,Professional,M,S,0,1-2,No,No,111220,22.0,69,4.23410650459726,0
Bachelors ,Professional,F,S,0,1-2,No,No,78229,21.0,48,3.871201010907891,1
Bachelors ,Professional,M,M,1,1-2,No,No,107547,21.0,83,4.418840607796598,0
Bachelors ,Professional,M,S,0,1-2,No,No,102256,21.0,76,4.330733340286331,0
